Date,Home,Away,Home_Score,Away_Score,Status,Home_ML,Away_ML,Home_Spread,Away_Spread,Total,game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,reason,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score,player_val,player_poss
11/25/2015,Detroit Pistons,Miami Heat,104,81,,105,-125,1.5,-1.5,187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,Toronto Raptors,Cleveland Cavaliers,103,99,,-150,130,-3,3,200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,Houston Rockets,Memphis Grizzlies,93,102,,160,-180,4.5,-4.5,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,Milwaukee Bucks,Sacramento Kings,118,129,,170,-190,5,-5,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,Oklahoma City Thunder,Brooklyn Nets,110,99,,750,-1200,12.5,-12.5,210.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,Minnesota Timberwolves,Atlanta Hawks,99,95,,-155,135,-3,3,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,San Antonio Spurs,Dallas Mavericks,88,83,,450,-600,9.5,-9.5,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,Phoenix Suns,New Orleans Pelicans,114,120,,160,-180,4,-4,211.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,Los Angeles Clippers,Utah Jazz,91,102,,180,-210,4.5,-4.5,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Orlando Magic,Milwaukee Bucks,114,90,,145,-165,3.5,-3.5,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Charlotte Hornets,Cleveland Cavaliers,90,95,,-180,160,-4,4,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,New York Knicks,Miami Heat,78,97,,-125,105,-1.5,1.5,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Boston Celtics,Washington Wizards,111,78,,130,-150,3,-3,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Houston Rockets,Philadelphia 76ers,116,114,,550,-800,11,-11,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Memphis Grizzlies,Atlanta Hawks,101,116,,135,-155,3,-3,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Oklahoma City Thunder,Detroit Pistons,103,87,,310,-370,8,-8,207.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Indiana Pacers,Chicago Bulls,104,92,,155,-175,4,-4,199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Denver Nuggets,San Antonio Spurs,80,91,,-340,280,-7.5,7.5,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Phoenix Suns,Golden State Warriors,116,135,,-430,360,-8.5,8.5,216.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Sacramento Kings,Minnesota Timberwolves,91,101,,130,-150,3,-3,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,Los Angeles Clippers,New Orleans Pelicans,111,90,,240,-280,6.5,-6.5,212.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2015,Washington Wizards,Toronto Raptors,82,84,,-165,145,-3.5,3.5,200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2015,Cleveland Cavaliers,Brooklyn Nets,90,88,,425,-550,9,-9,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2015,San Antonio Spurs,Atlanta Hawks,108,88,,270,-330,7,-7,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2015,Dallas Mavericks,Denver Nuggets,92,81,,360,-430,8.5,-8.5,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2015,Utah Jazz,New Orleans Pelicans,101,87,,200,-240,5.5,-5.5,196.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2015,Portland Trail Blazers,Los Angeles Lakers,108,96,,350,-420,8.5,-8.5,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2015,Golden State Warriors,Sacramento Kings,120,101,,1500,-5000,16.5,-16.5,219.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,Charlotte Hornets,Milwaukee Bucks,87,82,,240,-280,6.5,-6.5,201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,Los Angeles Clippers,Minnesota Timberwolves,107,99,,475,-650,10,-10,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,Toronto Raptors,Phoenix Suns,102,107,,145,-165,3,-3,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,Brooklyn Nets,Detroit Pistons,87,83,,-200,175,-5,5,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,Memphis Grizzlies,Philadelphia 76ers,92,84,,900,-1600,13,-13,193.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,Orlando Magic,Boston Celtics,110,91,,-135,115,-2,2,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,New York Knicks,Houston Rockets,111,116,,-180,160,-4,4,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2015,Los Angeles Lakers,Indiana Pacers,103,107,,-650,475,-10,10,201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,Miami Heat,Boston Celtics,95,105,,155,-175,4,-4,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,Detroit Pistons,Houston Rockets,116,105,,160,-180,4,-4,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,Chicago Bulls,San Antonio Spurs,92,89,,-190,170,-4.5,4.5,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,Milwaukee Bucks,Denver Nuggets,92,74,,150,-170,3.5,-3.5,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,Atlanta Hawks,Oklahoma City Thunder,106,100,,-155,135,-3,3,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,Utah Jazz,Golden State Warriors,103,106,,-360,300,-7,7,201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,Sacramento Kings,Dallas Mavericks,112,98,,115,-135,2,-2,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,Los Angeles Clippers,Portland Trail Blazers,102,87,,270,-330,7,-7,205.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2015,Cleveland Cavaliers,Washington Wizards,85,97,,425,-550,8.5,-8.5,204.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2015,Philadelphia 76ers,Los Angeles Lakers,103,91,,110,-130,2,-2,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2015,Brooklyn Nets,Phoenix Suns,94,91,,-180,160,-4,4,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2015,New Orleans Pelicans,Memphis Grizzlies,104,113,,100,-120,1,-1,201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2015,Minnesota Timberwolves,Orlando Magic,93,96,,100,-120,1,-1,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2015,Portland Trail Blazers,Dallas Mavericks,112,115,,105,-125,1.5,-1.5,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,Washington Wizards,Los Angeles Lakers,104,108,,475,-650,10,-10,203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,Charlotte Hornets,Golden State Warriors,99,116,,-500,400,-9,9,208.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,Detroit Pistons,Phoenix Suns,127,122,,150,-170,3.5,-3.5,203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,New York Knicks,Philadelphia 76ers,99,87,,350,-420,8.5,-8.5,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,Chicago Bulls,Denver Nuggets,99,90,,425,-550,9.5,-9.5,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,Houston Rockets,New Orleans Pelicans,108,101,,145,-165,3.5,-3.5,215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,Atlanta Hawks,Toronto Raptors,86,96,,150,-170,4,-4,196.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,San Antonio Spurs,Milwaukee Bucks,95,70,,700,-1100,12,-12,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,Los Angeles Clippers,Indiana Pacers,91,103,,-135,115,-2,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2015,Miami Heat,Oklahoma City Thunder,97,95,,-180,160,-4,4,203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2015,Toronto Raptors,Denver Nuggets,105,106,,500,-700,10,-10,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2015,Utah Jazz,Orlando Magic,94,103,,155,-175,4,-4,192.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2015,Memphis Grizzlies,San Antonio Spurs,83,103,,-160,140,-3.5,3.5,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2015,Sacramento Kings,Boston Celtics,97,114,,-140,120,-2.5,2.5,216.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2015,Portland Trail Blazers,Indiana Pacers,123,111,,-140,120,-2.5,2.5,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2015,New York Knicks,Brooklyn Nets,108,91,,145,-165,3.5,-3.5,192.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2015,Washington Wizards,Phoenix Suns,109,106,,-145,125,-2.5,2.5,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2015,Detroit Pistons,Milwaukee Bucks,102,95,,230,-270,6.5,-6.5,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2015,Atlanta Hawks,Los Angeles Lakers,100,87,,600,-900,11,-11,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2015,Dallas Mavericks,Houston Rockets,96,100,,190,-220,5,-5,211.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2015,New Orleans Pelicans,Cleveland Cavaliers,114,108,,-200,175,-4.5,4.5,208.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,Philadelphia 76ers,Denver Nuggets,105,108,,-155,135,-3,3,193.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,Toronto Raptors,Golden State Warriors,109,112,,-350,290,-7.5,7.5,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,Miami Heat,Cleveland Cavaliers,99,84,,180,-210,5,-5,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,Minnesota Timberwolves,Portland Trail Blazers,103,109,,105,-125,1.5,-1.5,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,Houston Rockets,Sacramento Kings,120,113,,135,-155,3,-3,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,Chicago Bulls,Charlotte Hornets,96,102,,200,-240,5.5,-5.5,195.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,Milwaukee Bucks,New York Knicks,106,91,,-140,120,-2.5,2.5,188.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,San Antonio Spurs,Boston Celtics,108,105,,390,-480,8.5,-8.5,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,Utah Jazz,Indiana Pacers,122,119,,-130,110,-2,2,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,Los Angeles Clippers,Orlando Magic,103,101,,115,-135,2,-2,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2015,Memphis Grizzlies,Phoenix Suns,95,93,,200,-240,5.5,-5.5,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2015,Detroit Pistons,Los Angeles Lakers,111,91,,425,-550,9,-9,199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2015,Brooklyn Nets,Golden State Warriors,98,114,,-900,600,-11,11,209.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2015,Washington Wizards,Dallas Mavericks,104,116,,-135,115,-2,2,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2015,Oklahoma City Thunder,Sacramento Kings,98,95,,650,-1000,11.5,-11.5,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,Charlotte Hornets,Detroit Pistons,104,84,,115,-135,2,-2,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,Philadelphia 76ers,San Antonio Spurs,68,119,,-650,475,-10.5,10.5,190.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,New York Knicks,Dallas Mavericks,97,104,,-110,-110,0,0,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,Toronto Raptors,Los Angeles Lakers,102,93,,625,-950,11.5,-11.5,198.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,Miami Heat,Washington Wizards,103,114,,320,-380,8,-8,197.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,New Orleans Pelicans,Boston Celtics,93,111,,-125,105,-1.5,1.5,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,Chicago Bulls,Phoenix Suns,101,103,,265,-320,7,-7,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,Milwaukee Bucks,Portland Trail Blazers,90,88,,-130,110,-2,2,199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2015,Minnesota Timberwolves,Los Angeles Clippers,106,110,,-180,160,-4,4,205.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2015,Indiana Pacers,Golden State Warriors,123,131,,-250,210,-5.5,5.5,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2015,Cleveland Cavaliers,Portland Trail Blazers,105,100,,425,-550,9,-9,199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2015,Brooklyn Nets,Houston Rockets,110,105,,-215,185,-5,5,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2015,Memphis Grizzlies,Oklahoma City Thunder,88,125,,-130,110,-2,2,201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2015,Denver Nuggets,Orlando Magic,74,85,,-170,150,-4,4,198.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2015,Sacramento Kings,Utah Jazz,114,106,,130,-150,3,-3,205.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Charlotte Hornets,Miami Heat,99,81,,-120,100,-1,1,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Boston Celtics,Chicago Bulls,105,100,,145,-165,3.5,-3.5,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Washington Wizards,Houston Rockets,103,109,,165,-185,4,-4,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Toronto Raptors,San Antonio Spurs,97,94,,-260,220,-6,6,187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Detroit Pistons,Memphis Grizzlies,92,93,,160,-180,4.5,-4.5,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Minnesota Timberwolves,Los Angeles Lakers,123,122,,270,-330,7.5,-7.5,204.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Milwaukee Bucks,Los Angeles Clippers,95,109,,-220,190,-5,5,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Phoenix Suns,Orlando Magic,107,104,,175,-200,4.5,-4.5,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Utah Jazz,New York Knicks,106,85,,125,-145,2.5,-2.5,192.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2015,Dallas Mavericks,Atlanta Hawks,95,98,,-130,110,-2,2,201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2015,Brooklyn Nets,Philadelphia 76ers,100,91,,230,-270,6,-6,199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2015,Oklahoma City Thunder,Atlanta Hawks,107,94,,290,-350,7.5,-7.5,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2015,Chicago Bulls,Los Angeles Clippers,83,80,,-125,105,-1.5,1.5,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2015,Sacramento Kings,New York Knicks,99,97,,210,-250,6,-6,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,Philadelphia 76ers,Detroit Pistons,95,107,,-450,375,-9,9,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,Indiana Pacers,Miami Heat,96,83,,175,-200,5,-5,196.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,Orlando Magic,Cleveland Cavaliers,76,111,,-160,140,-3,3,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,Boston Celtics,Golden State Warriors,119,124,,-230,195,-5,5,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,Toronto Raptors,Milwaukee Bucks,90,83,,280,-340,7.5,-7.5,191.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,New Orleans Pelicans,Washington Wizards,107,105,,145,-165,3.5,-3.5,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,Memphis Grizzlies,Charlotte Hornets,99,123,,115,-135,2,-2,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,Utah Jazz,Oklahoma City Thunder,90,94,,-165,145,-3.5,3.5,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,Denver Nuggets,Minnesota Timberwolves,111,108,,-110,-110,0,0,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,San Antonio Spurs,Los Angeles Lakers,109,87,,1400,-4000,15.5,-15.5,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,Phoenix Suns,Portland Trail Blazers,96,106,,160,-180,4,-4,209.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,Brooklyn Nets,Los Angeles Clippers,100,105,,-280,240,-6.5,6.5,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,Charlotte Hornets,Boston Celtics,93,98,,135,-155,3,-3,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,Detroit Pistons,Indiana Pacers,118,96,,100,-120,1,-1,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
